,Customer_Name,Similar_Name
2243,stadt regensburg,stadt regensburg (schulprojekt)
2244,stagecoach group,stagecoach services ltd
2245,stalwart,stalwart systems
2246,stalwart,stalwart systems group
2247,stalwart systems,stalwart systems group
2248,standard insurance company,the standard - standard insurance company
2249,standard life,the standard
2250,standard life,the standard - standard insurance company
2251,star lizard,star lizard consulting ltd
2252,state of vermont,state of vermont services
2253,state street bank,state street bank
2254,stephenson harwood,stephenson harwood ltd
2255,steria ab,steria as
2256,sterling savings,sterling state bank
2257,sthree,sthree ltd
2258,sti international,"sti international, inc."
2259,stichting revalidatie,stichting revalidatie friesland
2260,stichting revalidatie,stichting revalidatie limburg - srl
2261,stichting swz,woningstichting swz
2262,stichting zorgspectrum,stichting zorgspectrum het zand
2263,strate limited,strate pty ltd
2264,subaru europe,subaru of america
2265,subaru europe,subaru of china ltd.
2266,summa college,summa health system hospital
2267,summit bank,summit broadband
2268,summit bank,summit credit union
2269,summit bank,summit law group
2270,summit bank,summit orthopedics
2271,sunflower bank,sunflower electric power
2272,sunflower bank,sunflower electric power corporation
2273,sunflower electric power,sunflower electric power corporation
2274,surrey police,university of surrey
2275,susquehanna bancshares,susquehanna bank
2276,susquehanna bank,susquehanna international group
2277,sussex police,university of sussex
2278,sweetwater county,sweetwater county memorial hospital
2279,sweetwater county,sweetwater county school district
2280,switch,switch
2281,switch,switch ict professionals
2282,switch,switch ict professionals
2283,symitar,symitar - coasthills credit union
2284,symitar,symitar - ventura credit union
2285,symitar,symitar -pioneer west virginia
2286,t-systems,t-systems czech republic a.s.
2287,t-systems,t-systems international gmbh
2288,t-systems,t-systems international gmbh
2289,t-systems,t-systems mexico
2290,t-systems,t-systems mms
2291,t-systems,t-systems north america
2292,t-systems,"t-systems north america, inc./"
2293,t-systems,"t-systems north america, inc./ business number: 0017"
2294,t-systems,t-systems p.r. china ltd.
2295,t-systems,t-systems singapore pte ltd
2296,t-systems international gmbh,t-systems international gmbh
2297,taby kommun,taby kommun
2298,talbot underwriting ltd,talbot underwriting services ltd
2299,target corporation,target group
2300,target corporation,target group limited
2301,target corporation,target group plc
2302,target group,target group limited
2303,target group,target group plc
2304,tata consultancy services,tata consultancy services ltd.
2305,tawazun,tawazun economic council
2306,tawazun,tawazun holding
2307,tawazun,tawazun industrial park
2308,tbwa,tbwa
2309,tbwa,tbwa (deutschland) holding gmbh
2310,tbwa,tbwa france
2311,tbwa,tbwa (deutschland) holding gmbh
2312,tbwa,tbwa france
2313,tdc a/s,tdc hosting
2314,tdc a/s,tdc operations
2315,teachers mutual bank,teachers mutual bank ltd
2316,team consulting,team health
2317,tech mahindra,tech mahindra limited
2318,tech mahindra,tech mahindra ltd
2319,telecomputing norway,telecomputing norway as - msp
2320,telefonica o2,"telefonica o2 czech republic,"
2321,teleperformance,teleperformance germany
2322,teleperformance,teleperformance germany s.à.r.l. & co. kg
2323,teleperformance,teleperformance usa
2324,teleperformance germany,teleperformance germany s.à.r.l. & co. kg
2325,telstra,telstra corporation limited
2326,telstra,telstra international limited
2327,telstra,telstra super pty ltd
2328,tennet bv,tennet tso
2329,terberg group,terberg group b.v.
2330,terberg group,terberg leasing bv
2331,terrena,terrena (cooperative agricole
2332,teva,teva magyarorszag zrt.
2333,texas health resources,texas health resources inc.
2334,thales transportation systems,thales transportation systems gmbh
2335,the alliance,the parts alliance
2336,the co-operative,the co-operative group
2337,the hartford,the hartford - ga
2338,the pantry,the pantry inc
2339,the salvation army,the salvation army
2340,the salvation army,the salvation army
2341,the salvation army,the salvation army
2342,the signature group,the signature group inc
2343,the standard,the standard - standard insurance company
2344,the toro company,toro company
2345,the vancouver clinic,vancouver clinic
2346,thomas behrndt,thomas behrndt
2347,thomas cook,thomas cook uk limited
2348,thumb national bank,thumb national bank & trust
2349,tib b.v.,tib chemicals ag
2350,ticketmaster australasia,ticketmaster australasia pty ltd
2351,time warner,"time warner cable - charlotte, nc"
2352,time warner,"time warner cable - orange, ca"
2353,time warner,time warner cable inc.
2354,time warner,"time warner cable inc.-austin, tx"
2355,timetrade systems,"timetrade systems, inc."
2356,tongji hospital,wuhan tongji hospital
2357,touro college,touro infirmary
2358,tower bank,tower federal credit union
2359,tower bank,tower legal solutions
2360,tradition (uk) ltd.,tradition (uk) ltd.
2361,trafigura,trafigura pte ltd
2362,transaxle manufacturing,transaxle manufacturing of america corp.
2363,travis county,travis credit union
2364,trinity church,trinity health
2365,trinity church,trinity university
2366,trinity health,trinity health - shavlik
2367,trinity health,trinity house
2368,trinity health,trinity industries
2369,trinity health,trinity information services
2370,trinity health,trinity university
2371,trinity house,trinity university
2372,trinity industries,trinity university
2373,triskalia,triskalia service et maintenance informatique
2374,troon,troon golf llc
2375,true co,true manufacturing
2376,trustone financial,trustone financial minnesota
2377,tullett prebon,tullett prebon group ltd
2378,tullett prebon,tullett prebon holdings corp
2379,tullett prebon,tullett prebon holdings corp.
2380,tyro payments,tyro payments
2381,u.s. courts,us courts
2382,ucla,ucla arthur ashe student health center
2383,ucla,ucla external affairs
2384,ugc,ugc cinemas mechelen
2385,ugc,ugc cite cine
2386,ultima bank,ultima business solutions
2387,ultima bank,ultima business solutions ltd
2388,ultima business solutions,ultima business solutions ltd
2389,ultra electronics,ultra electronics ussi
2390,umass memorial,umass memorial healthcare
2391,umass memorial,umass memorial medical center
2392,umpqua bank,umpqua holdings corporation
2393,unfallkasse nrw,unfallkasse nrw (nordrhein-westfalen)
2394,unica schutte ict,unica schutte ict b.v.
2395,unicef,unicef nederland
2396,unicef,unicef uk
2397,unicef,us fund for unicef
2398,unicef nederland,unicef uk
2399,unisuper management ltd,unisuper management ltd
2400,unisys colombia,unisys corporation
2401,united bank,united bank / rockville bank
2402,united bank,united bank ltd
2403,united bank,united bank of union
2404,united bank,united center
2405,united bank,united citizens bank & trust
2406,united bank,united community bank
2407,united bank,united prairie bank
2408,united bank,united southern bank
2409,united bank,united texas bank
2410,united bank,united valley bank
2411,united business media,united business media
2412,united healthcare services,united healthcare services inc
2413,united therapeutics,united therapeutics corp
2414,unity healthcare,unity technologies a/s
2415,universal music group,universal music group ltd
2416,universal service administrative,universal service administrative company
2417,universitat bonn,universitat bonn hochschulrechenzen1
2418,universitat bonn,universitat bonn hochschulrechenzentrum
2419,université de montpellier,université de montpellier 1
2420,université de montpellier,université de montpellier 2
2421,universiteit leiden,universiteit leiden ict
2422,university hospital,university hospital birmingham
2423,university hospital,university hospital southampton
2424,university of newcastle,university of newcastle
2425,university of washington,washington university
2426,unm hospital,unm hospitals
2427,ups,ups ground freight co.
2428,us army,us army - alaska national guard
2429,us army,us army - army fleet support
2430,us army,us army - joint base
2431,us army,us army - tripler army medical
2432,us army,us army - tripler army medical center
2433,us army,us army - womack army medical center
2434,us army,us army belvoir
2435,us army,us army network enterprise center
2436,us army,us army-gprmc/bayne-jones army
2437,us courts,us district courts - new york
2438,utc aerospace systems,utc aerospace systems
2439,vail resorts,vail resorts inc
2440,valid,valid elndhoven bv
2441,valid,valid infrastructures
2442,vamed-kmb krankenhausmanagement,vamed-kmb krankenhausmanagement und betriebsführungsgesellschaft
2443,van dijk educatie,van dijk educatie bv
2444,van leusden,woningstichting leusden
2445,vca antech,vca antech / hris
2446,vca antech,vca antech inc
2447,vca antech,vca antech marketing
2448,veka ag,"veka holdings, inc."
2449,veka ag,veka rus
2450,veka ag,veka uk
2451,veolia proprete,veolia proprete centre ouest
2452,veolia proprete,veolia proprete nord normandie
2453,verkerk groep,verkerk utrecht
2454,version 1,version 1 software
2455,verus,verus financial llc
2456,verwaltungsgemeinschaft,verwaltungsgemeinschaft aiterhofen
2457,verwaltungsgemeinschaft,verwaltungsgemeinschaft bad
2458,verwaltungsgemeinschaft,verwaltungsgemeinschaft creußen
2459,verwaltungsgemeinschaft,verwaltungsgemeinschaft happurg
2460,verwaltungsgemeinschaft,verwaltungsgemeinschaft helmstadt
2461,verwaltungsgemeinschaft,verwaltungsgemeinschaft hesselberg
2462,verwaltungsgemeinschaft,verwaltungsgemeinschaft hinterschmiding
2463,verwaltungsgemeinschaft,verwaltungsgemeinschaft kitzingen
2464,verwaltungsgemeinschaft,verwaltungsgemeinschaft marktheidenfeld
2465,verwaltungsgemeinschaft,verwaltungsgemeinschaft oberding
2466,verwaltungsgemeinschaft,verwaltungsgemeinschaft straßkirchen
2467,verwaltungsgemeinschaft,verwaltungsgemeinschaft wiesentheid
2468,verwatlungsgemeinschaft bad,verwatlungsgemeinschaft bad neustadt a.d. saale
2469,vidant health,vidant medical center
2470,villa maria,villa maria
2471,virtustream,virtustream - ga
2472,visser & visser,visser & visser diensten
2473,visser & visser,visser carrosserie
2474,vocalink,vocalink (bacs ltd)
2475,vocalink,vocalink ltd
2476,vodafone,vodafone - italy
2477,vodafone,vodafone global enterprise ltd
2478,vodafone,vodafone group services
2479,vodafone,vodafone group services gmbh
2480,vodafone,vodafone group services gmbh
2481,vodafone,vodafone libertel bv
2482,vodafone,vodafone limited - secure sector
2483,vodafone,vodafone ltd
2484,vodafone,vodafone omnitel b.v.
2485,vodafone,vodafone portugal
2486,vodafone,vodafone portugal comunica es
2487,vodafone,vodafone uk ltd
2488,vodafone group services,vodafone group services gmbh
2489,vodafone group services,vodafone group services gmbh
2490,vodafone ltd,vodafone portugal
2491,vodafone ltd,vodafone uk ltd
2492,vodafone portugal,vodafone portugal comunica es
2493,vodat international,vodat international ltd
2494,volkswagen ag,volkswagen group uk ltd
2495,vos logistics,vos logistics mld bv
2496,vulcan inc.,vulcan materials
2497,vwr,vwr
2498,vwr,vwr international europe bvba
2499,vwr,vwr international llc
2500,vwr,vwr international europe bvba
2501,vwr,vwr international llc
2502,washington county,washington county it dept.
2503,washington county,washington university
2504,watercare ecs,watercare services
2505,wates construction,wates group
2506,wates construction,wates group services ltd
2507,wates group,wates group services ltd
2508,wayne county,wayne county michigan
2509,wayne county,wayne state college
2510,webster bank,"webster bank,n.a"
2511,webster bank,webster central school district
2512,webster bank,webster university
2513,wehkamp b.v.,wehkamp nl
2514,wellspan health,wellspan health data ctr
2515,werner electric,werner enterprises inc
2516,westbourne terrace management,westbourne terrace management services
2517,westchester county,westchester county-ny
2518,westchester county,westchester medical
2519,western asset management,western asset management company
2520,western refining,"western refining southwest, inc"
2521,westlake chemical,westlake chemical corporation
2522,westminster canterbury,westminster canterbury shen v
2523,westpac,westpac e-business
2524,wfb wirtschaftsfoerderung bremen,wfb wirtschaftsfoerderung bremen gmbh
2525,wickes,wickes customer services
2526,williams parker,williams parker harrison dietz & ge
2527,wipro limited,wipro ltd
2528,wipro limited,wipro technologies
2529,wipro ltd,wipro technologies
2530,wm housing,wm se
2531,wolf gmbh,wolf theiss rechtsanwälte gmbh
2532,wolters kluwer,wolters kluwer belgi_
2533,wolters kluwer,wolters kluwer belgium nv
2534,wolters kluwer,wolters kluwer deutschland gmbh
2535,woolworths it,woolworths it - usd
2536,woolworths it,woolworths ltd
2537,woolworths ltd,woolworths ltd (wl)
2538,worcester envelope,worcester envelope company
2539,workers compensation,workers compensation board alberta (wcb)
2540,workers compensation,workers compensation rating and inspection bureau
2541,workforce solutions,workforce solutions for tarrant county
2542,worknet inc,worknet inc.
2543,worldpay,worldpay
2544,worldpay,worldpay (uk) limited
2545,worldpay,worldpay (uk) ltd
2546,worldpay,"worldpay us, inc."
2547,worldpay,worldpay (uk) limited
2548,worldpay,worldpay (uk) ltd
2549,worldpay,"worldpay us, inc."
2550,wswhe boces,wswhe boces services
2551,wuhan metro,"wuhan metro group co., ltd."
2552,xand corporation,xand operations llc
2553,xerox,xerox (state and local solutions)
2554,xerox,xerox business services llc
2555,xerox,"xerox business services, llc-ny"
2556,xerox,xerox it services (formerly sds
2557,xerox,xerox it services gmbh
2558,xerox,xerox it svcs gmbh
2559,xerox,xerox research centre of canada
2560,xiamen bank,xiamen international bank
2561,xo communications,xo group
2562,xymax corporation,xymax corporation
2563,yahoo inc,yahoo inc accts payable
2564,yasui kagu,yasui kagu
2565,yell,yell adworks india pvt ltd
2566,ym inc.,ym inc. (sales)
2567,york college,york hospital
2568,zale corp,zale corporation
2569,zeb/rolfes.schierenbeck.associates,zeb/rolfes.schierenbeck.associates gmbh
2570,zodiac aerospace,zodiac aerospace s.a. structures
2571,zodiac aerospace,zodiac aerospace services asia
