,Customer_Name,Similar_Name
2996,robert half international,robert half international
2997,robert half international,robert half international
2998,robert half international,robert half international
2999,robert half international,robert half international
3000,robert half international,robert half international
3001,robert half international,robert half international
3002,rockland trust,rockland federal credit union
3003,rockville bank,united bank / rockville bank
3004,rödl it operation,rödl it operation gmbh
3005,rogue credit union,rogue federal credit union
3006,rolex watch usa,rolex watch usa inc
3007,rolls-royce,rolls-royce deutschland ltd & co kg
3008,rolls-royce,rolls-royce digital
3009,rolls-royce,rolls-royce energy systems inc
3010,rolls-royce,rolls-royce germany
3011,rolls-royce,rolls-royce power systems ag
3012,rolls-royce,rolls-royce singapore pte
3013,rolls-royce digital,rolls-royce
3014,rolls-royce germany,rolls-royce
3015,rowan county,rowan university
3016,rowan university,rowan county
3017,rutgers university,rutgers university foundation
3018,ryder systems,"ryder systems, inc."
3019,ryoden trading,ryoden trading
3020,ryoden trading,ryoden trading
3021,saga (sh),saga group ltd
3022,saga (sh),saga services
3023,saga services,saga (sh)
3024,saga services,saga group ltd
3025,sageworks,sageworks inc.
3026,sageworks inc.,sageworks
3027,saic,"saic volkswagen automotive co.,ltd."
3028,saic,usaf luke afb c/o saic
3029,saipem sa,saipem sa france
3030,saipem sa,saipem spa
3031,saipem spa,saipem sa
3032,salem communications,salem state university
3033,samaritan health services,samaritan health services inc
3034,samaritan hospital,good samaritan hospital
3035,samaritan hospital,samaritan health services
3036,samaritan hospital,samaritan health services inc
3037,samsung,samsung information systems america
3038,samsung,samsung telecommunications america inc.
3039,san joaquin county,county of san joaquin
3040,sanford health,sanford health systems
3041,santander consumer,santander consumer bank s.a.
3042,santander consumer,santander international
3043,santander international,banco santander
3044,santander international,santander consumer
3045,santander international,santander uk plc
3046,sap fieldglass,fieldglass inc
3047,sap se,sap usa
3048,sap usa,sap se
3049,saul ewing,saul ewing llp
3050,saul ewing llp,saul ewing
3051,sba,sba network services
3052,sca hygiene ab,sca hygiene products ab
3053,scales,"richard scales advertising associates, inc."
3054,scee,scee sony computer entertainment
3055,schmitz cargobull,schmitz cargobull russland
3056,scholz ag,scholz recycling gmbh
3057,schroders,schroders investment managemen
3058,sdea strasbourg,sdea strasbourg (syndic. des eaux
3059,seacon logistics,seacon logistics b.v
3060,seacon logistics,seacon logistics b.v.
3061,seacon logistics b.v.,seacon logistics
3062,sealed air,sealed air corporation
3063,sealed air corporation,sealed air
3064,seb,seb it
3065,seb it,seb
3066,securelink,securelink nv
3067,securelink nv,securelink
3068,security bank,farmers security bank
3069,security bank,jefferson security bank
3070,security bank,security bank usa
3071,security bank,security federal savings bank
3072,security bank,security first bank
3073,security bank,security national bank
3074,security bank,security state bank
3075,seguros atlas,mapfre atlas compañía de seguros
3076,seguros atlas,mapfre atlas compañía de seguros s.a.
3077,sensus,sensus metering systems
3078,sephora,sephora sa
3079,sephora sa,sephora
3080,seqwater,fusion5 - seqwater
3081,sercel,sercel
3082,sercel,sercel
3083,serco,serco asset team (nats)
3084,serco,serco civil government
3085,serco,serco limited
3086,serco,serco s.p.a.
3087,serco limited,serco
3088,serco limited,serco s.p.a.
3089,serco s.p.a.,serco
3090,serco s.p.a.,serco limited
3091,service nsw,water nsw
3092,servizi italia,aviva italia servizi s.c.a.r.l.
3093,seymour bank,seymour tubing inc
3094,shanghai meadville,meadville medical center
3095,shanghai meadville,"shanghai meadville electronics co., ltd"
3096,shanghai tractor&internal,"shanghai tractor&internal combustion engine co.,ltd"
3097,sharp corporation,sharp healthcare
3098,sharp healthcare,sharp corporation
3099,shire,kempsey shire council
3100,shire,livingstone shire council
3101,shire,south gippsland shire council
3102,sho,sho st. huisartsenlaboratorium
3103,shropshire council,shropshire county council
3104,shropshire county council,shropshire council
3105,siad s.p.a.,siad spa
3106,siad spa,siad s.p.a.
3107,sidra,sidra medical & research cente
3108,sidra,sidra medical & research center
3109,sidra,sidra medical & research centre
3110,siemens ag,siemens ag (germany)
3111,siemens ag,siemens ag healthcare sector
3112,siemens ag,siemens atos
3113,siemens ag,siemens healthcare gmbh
3114,siemens ag,siemens medical solutions
3115,siemens ag,siemens medical solutions -
3116,siemens ag,siemens plc
3117,siemens atos,siemens ag
3118,siemens medical solutions,siemens medical solutions -
3119,siemens plc,siemens ag
3120,sigmax ict specialisten,sigmax ict specialisten b.v.
3121,silversky,"silversky (formerly usa net, inc.)"
3122,simplex grinnell,grinnell college
3123,sina,sina spa
3124,sina spa,sina
3125,singapore science centre,singapore science centre
3126,singapore science centre,singapore science centre
3127,sisal spa,sisal match point spa
3128,sisal spa,sisal slot spa
3129,sita,sita
3130,sita,sita bionergies sa
3131,sita,sita centre ouest
3132,sita,sita france idf
3133,sita,sita inc
3134,sita,sita méditérranée
3135,sita,sita region ile-de-france
3136,sita,sita sud ouest
3137,sita,sita uk limited
3138,sita,sita
3139,sita,sita bionergies sa
3140,sita,sita centre ouest
3141,sita,sita france idf
3142,sita,sita inc
3143,sita,sita méditérranée
3144,sita,sita region ile-de-france
3145,sita,sita sud ouest
3146,sita,sita uk limited
3147,sita inc,sita
3148,sita inc,sita
3149,sita inc,sita uk limited
3150,sita méditérranée,sita
3151,sita méditérranée,sita
3152,sitech services,sitech services b.v
3153,sitel,sitel worldwide corporation
3154,skechers,skechers usa
3155,skechers usa,skechers
3156,skillsoft corporation,skillsoft - uk
3157,skyscape cloud services,skyscape cloud services ltd
3158,sna europe,sna europe ab
3159,snl financial,snl financial llc
3160,snl financial llc,snl financial
3161,snr denton,salans fmc snr denton europe llp
3162,societe generale,societe generale global solution center pvt.ltd
3163,societe generale,societe generale global solution center pvt.ltd
3164,societe generale,societe generale hong kong
3165,societe generale,societe generale hong kong
3166,sodexo,sodexo
3167,sodexo,sodexo (ministry of justice hmg secure footprint)
3168,sodexo,sodexo belgique-belgie nv
3169,sodexo,sodexo en france
3170,sodexo,sodexo global services uk
3171,sodexo,sodexo netherlands b.v.
3172,sodexo,sodexo services gmbh
3173,sodexo,sodexo
3174,sodexo,sodexo (ministry of justice hmg secure footprint)
3175,sodexo,sodexo belgique-belgie nv
3176,sodexo,sodexo en france
3177,sodexo,sodexo global services uk
3178,sodexo,sodexo netherlands b.v.
3179,sodexo,sodexo services gmbh
3180,softronic,softronic
3181,softronic,softronic
3182,solvinity,solvinity b.v. - msp
3183,somerset trust,school district of somerset
3184,sonali bank,sonali bank uk ltd
3185,sonepar,sonepar distribution
3186,sonepar,sonepar nederland
3187,sonepar,sonepar nederland information services
3188,sonepar,sonepar nederlands information services bv.
3189,sonepar distribution,sonepar
3190,sonepar distribution,sonepar nederland
3191,sonepar nederland,sonepar
3192,sonepar nederland,sonepar distribution
3193,sonepar nederland,sonepar nederland information services
3194,sonic corp,sonic industries
3195,sonic industries,sonic corp
3196,south east water,south east water limited
3197,south georgia college,south georgia college inc.
3198,southampton hospital,university hospital southampton
3199,southampton hospital,university hospital southampton nhs foundation trust
3200,southern bank,bank of southern california
3201,southern bank,first southern national bank
3202,southern bank,great southern bank
3203,southern bank,southern company services
3204,southern bank,southern first bank
3205,southern bank,southern research
3206,southern bank,united southern bank
3207,southern polytechnic state,southern polytechnic state university
3208,southern railway,kansas city southern railway
3209,southern research,southern bank
3210,southland industries,southland credit union
3211,southwest bank,southwest gas corporation
3212,southwest bank,southwest missouri bank
3213,southwest bank,southwest research institute
3214,southwest bank,state bank of southwest missouri
3215,southwire company,"southwire company, llc"
3216,sozialministeriumservice,sozialministeriumservice (formerly:bundessozialamt wien nö
3217,sozialversicherungsanstalt st.,sozialversicherungsanstalt st. gallen
3218,spark energy,spark therapeutics
3219,spark therapeutics,spark energy
3220,spawar,spawar - nsips
3221,spawar,spawar system center atlantic
3222,spawar,us navy - spawar - atlantic
3223,spawar,us navy - spawar - san diego
3224,spencer gifts,spencer gifts inc
3225,spencer gifts inc,spencer gifts
3226,spendvision ltd,spendvision ltd
3227,spendvision ltd,spendvision ltd
3228,spire healthcare,spire federal credit union
3229,springfield college,springfield school district inc
3230,springfield college,springfield service corporation
3231,spsa,spsa acting as agent
3232,sro,ecorec slovensko sro
3233,sro,sro ag
3234,sro ag,sro
3235,st andrews,st andrews healthcare
3236,stadt celle,landkreis celle
3237,stadt emmendingen,landratsamt emmendingen
3238,stadt emmendingen,stadtwerke emmendingen gmbh
3239,stadt erding,landratsamt erding
3240,stadt erding,stadtwerke erding gmbh
3241,stadt langenthal,stadt langenthal fachbereich i
3242,stadt marktheidenfeld,verwaltungsgemeinschaft marktheidenfeld
3243,stadt memmingen,klinikum memmingen
3244,stadt paderborn,stadt paderborn - lernstatt
3245,stadt regensburg,stadt regensburg (schulprojekt)
3246,stadt ulm,hochschule ulm
3247,stadtverwaltung heidenheim,landratsamt heidenheim
3248,stagecoach group,stagecoach services ltd
3249,stalwart,stalwart systems
3250,stalwart,stalwart systems group
3251,stalwart systems,stalwart
3252,stalwart systems,stalwart systems group
3253,stalwart systems group,stalwart systems
3254,standard insurance company,the standard - standard insurance company
3255,standard life,hdfc standard life insurance
3256,standard life,hdfc standard life insurance
3257,standard life,the standard
3258,standard life,the standard - standard insurance company
3259,star lizard,star lizard consulting ltd
3260,state of vermont,state of vermont services
3261,state street bank,state street bank
3262,state street bank,state street bank
3263,statpro ltd,statpro canada incorporated
3264,stephens inc.,moore stephens llp
3265,stephenson harwood,stephenson harwood ltd
3266,stephenson harwood ltd,stephenson harwood
3267,steria ab,steria as
3268,steria as,steria ab
3269,sterling jewelers,jewelers mutual
3270,sterling savings,sterling state bank
3271,sthree,sthree ltd
3272,sthree ltd,sthree
3273,sti international,"sti international, inc."
3274,stichting kio,kio networks
3275,stichting revalidatie,stichting revalidatie friesland
3276,stichting revalidatie,stichting revalidatie limburg - srl
3277,stichting swz,woningstichting swz
3278,stichting zorgspectrum,stichting zorgspectrum het zand
3279,stm,fine foods stm spa
3280,strate limited,strate pty ltd
3281,subaru europe,subaru of america
3282,subaru europe,subaru of china ltd.
3283,suffolk life,suffolk community college
3284,suffolk life,suffolk county council
3285,summa college,summa health system hospital
3286,summit bank,summit broadband
3287,summit bank,summit credit union
3288,summit bank,summit law group
3289,summit bank,summit orthopedics
3290,summit broadband,summit bank
3291,summit orthopedics,summit bank
3292,suncoast solutions,suncoast credit union
3293,sundio holding,sundio group b.v.
3294,sunflower bank,sunflower electric power
3295,sunflower bank,sunflower electric power corporation
3296,sunflower electric power,sunflower electric power corporation
3297,suny oswego,bank of oswego
3298,surrey police,surrey bank & trust
3299,surrey police,surrey county council
3300,surrey police,university of surrey
3301,susquehanna bancshares,susquehanna bank
3302,susquehanna bank,susquehanna bancshares
3303,susquehanna bank,susquehanna international group
3304,sussex police,university of sussex
3305,swansea university,swansea building society
3306,swansea university,swansea city council
3307,sweetwater county,sweetwater county memorial hospital
3308,sweetwater county,sweetwater county school district
3309,swinton insurance,swinton group limited
3310,swinton insurance,swinton group ltd
3311,switch,switch
3312,switch,switch ict professionals
3313,switch,switch
3314,switch,switch ict professionals
3315,symitar,pioneer west virginia federal cu c/o symitar
3316,symitar,symitar - coasthills credit union
3317,symitar,symitar - ventura credit union
3318,symitar,symitar -pioneer west virginia
3319,t-systems,t-systems czech republic a.s.
3320,t-systems,t-systems international gmbh
3321,t-systems,t-systems international gmbh
3322,t-systems,t-systems mexico
3323,t-systems,t-systems mms
3324,t-systems,t-systems north america
3325,t-systems,"t-systems north america, inc./"
3326,t-systems,"t-systems north america, inc./ business number: 0017"
3327,t-systems,t-systems p.r. china ltd.
3328,t-systems,t-systems singapore pte ltd
3329,t-systems international gmbh,t-systems international gmbh
3330,t-systems international gmbh,t-systems international gmbh
3331,t-systems mexico,t-systems
3332,t-systems mms,t-systems
3333,taby kommun,taby kommun
3334,taby kommun,taby kommun
3335,talbot underwriting ltd,talbot underwriting services ltd
3336,target corporation,target group
3337,target corporation,target group limited
3338,target corporation,target group plc
3339,target group,target corporation
3340,target group,target group limited
3341,target group,target group plc
3342,target group limited,target group
3343,tata consultancy services,tata consultancy services ltd.
3344,tawazun,tawazun economic council
3345,tawazun,tawazun holding
3346,tawazun,tawazun industrial park
3347,tawazun holding,tawazun
3348,tbwa,tbwa
3349,tbwa,tbwa (deutschland) holding gmbh
3350,tbwa,tbwa france
3351,tbwa,tbwa
3352,tbwa,tbwa (deutschland) holding gmbh
3353,tbwa,tbwa france
3354,tbwa france,tbwa
3355,tbwa france,tbwa
3356,tdc a/s,tdc hosting
3357,tdc a/s,tdc operations
3358,tdc hosting,tdc a/s
3359,tdc operations,tdc a/s
3360,teachers mutual bank,teachers mutual bank ltd
3361,team consulting,team health
3362,team health,team consulting
3363,tech mahindra,tech mahindra limited
3364,tech mahindra,tech mahindra ltd
3365,tech mahindra limited,tech mahindra
3366,tech mahindra ltd,tech mahindra
3367,telecomputing norway,telecomputing norway as - msp
3368,telefonica o2,o2
3369,telefonica o2,"telefonica o2 czech republic,"
3370,telefonica uk,telefonica global technology
3371,teleperformance,teleperformance germany
3372,teleperformance,teleperformance germany s.à.r.l. & co. kg
3373,teleperformance,teleperformance usa
3374,teleperformance germany,teleperformance
3375,teleperformance germany,teleperformance germany s.à.r.l. & co. kg
3376,teleperformance usa,teleperformance
3377,telstra,telstra corporation limited
3378,telstra,telstra international limited
3379,telstra,telstra super pty ltd
3380,tennet bv,tennet tso
3381,tennet tso,tennet bv
3382,terberg group,terberg group b.v.
3383,terberg group,terberg leasing bv
3384,terberg group b.v.,terberg group
3385,terrena,terrena (cooperative agricole
3386,teva,teva magyarorszag zrt.
3387,texas health resources,texas health resources inc.
3388,thales transportation systems,thales transportation systems gmbh
3389,the aes corporation,aes corporation
3390,the alliance,alliance medical
3391,the alliance,the parts alliance
3392,the co-operative,co-operative bank
3393,the co-operative,co-operative financial service
3394,the co-operative,the co-operative group
3395,the co-operative group,the co-operative
3396,the hartford,hartford healthcare
3397,the hartford,hartford hospital
3398,the hartford,the hartford - ga
3399,the law society,law society
3400,the one,community one bank
3401,the pantry,the pantry inc
3402,the pantry inc,the pantry
3403,the presidency,egyptian presidency
3404,the salvation army,the salvation army
3405,the salvation army,the salvation army
3406,the salvation army,the salvation army
3407,the salvation army,the salvation army
3408,the salvation army,the salvation army
3409,the salvation army,the salvation army
3410,the signature group,the signature group inc
3411,the standard,standard bank plc
3412,the standard,standard insurance company
3413,the standard,standard life
3414,the standard,the standard - standard insurance company
3415,the toro company,toro company
3416,the vancouver clinic,vancouver clinic
3417,thomas arts,thomas & company
3418,thomas behrndt,thomas behrndt
3419,thomas behrndt,thomas behrndt
3420,thomas college,thomas & company
3421,thomas cook,cook county
3422,thomas cook,thomas & company
3423,thomas cook,thomas cook uk limited
3424,thumb national bank,thumb national bank & trust
3425,tib b.v.,tib chemicals ag
3426,ticketmaster australasia,ticketmaster australasia pty ltd
3427,tilburg university,gemeente tilburg
3428,timberlands ltd,island timberlands ltd
3429,time warner,"time warner cable - charlotte, nc"
3430,time warner,"time warner cable - orange, ca"
3431,time warner,time warner cable inc.
3432,time warner,"time warner cable inc.-austin, tx"
3433,timetrade systems,"timetrade systems, inc."
3434,tlm nexus,nexus
3435,tongji hospital,wuhan tongji hospital
3436,toro company,the toro company
3437,touro college,touro infirmary
3438,touro infirmary,touro college
3439,tower bank,tower federal credit union
3440,tower bank,tower legal solutions
3441,tradition (uk) ltd.,tradition (uk) ltd.
3442,tradition (uk) ltd.,tradition (uk) ltd.
3443,trafigura,trafigura pte ltd
3444,transaxle manufacturing,transaxle manufacturing of america corp.
3445,travis county,travis credit union
3446,treasury solicitors,national treasury
3447,treasury solicitors,the treasury solicitors dept
3448,trinity church,trinity health
3449,trinity church,trinity university
3450,trinity health,trinity church
3451,trinity health,trinity health - shavlik
3452,trinity health,trinity house
3453,trinity health,trinity industries
3454,trinity health,trinity information services
3455,trinity health,trinity university
3456,trinity house,trinity health
3457,trinity house,trinity university
3458,trinity industries,trinity health
3459,trinity industries,trinity university
3460,trinity university,trinity church
3461,trinity university,trinity health
3462,trinity university,trinity house
3463,trinity university,trinity industries
3464,trinity university,trinity information services
3465,triskalia,triskalia service et maintenance informatique
3466,troon,troon golf llc
3467,trost gmbh,eugen trost gmbh
3468,true co,true manufacturing
3469,true manufacturing,true co
3470,trustone financial,trustone financial minnesota
3471,tufts university,tufts medical center
3472,tui uk,tui deutschland gmbh
3473,tui uk,tui travel uk & ireland plc
3474,tullett prebon,tullett prebon group ltd
3475,tullett prebon,tullett prebon holdings corp
3476,tullett prebon,tullett prebon holdings corp.
3477,tyro payments,tyro payments
3478,tyro payments,tyro payments
3479,u.s. bancorp,bancorp
3480,u.s. courts,us courts
3481,ucla,ucla arthur ashe student health center
3482,ucla,ucla external affairs
3483,ugc,ugc cinemas mechelen
3484,ugc,ugc cite cine
3485,ultima bank,ultima business solutions
3486,ultima bank,ultima business solutions ltd
3487,ultima business solutions,ultima business solutions ltd
3488,ultra electronics,ultra electronics ussi
3489,umass memorial,umass medical school
3490,umass memorial,umass memorial healthcare
3491,umass memorial,umass memorial medical center
3492,umpqua bank,umpqua holdings corporation
3493,unfallkasse nrw,unfallkasse nrw (nordrhein-westfalen)
3494,unica schutte ict,unica schutte ict b.v.
3495,unicef,unicef nederland
3496,unicef,unicef uk
3497,unicef,us fund for unicef
3498,unicef nederland,unicef
3499,unicef nederland,unicef uk
3500,unicef uk,unicef
3501,unicef uk,unicef nederland
3502,unify solutions,unify gmbh & co. kg
3503,unisuper management ltd,unisuper management ltd
3504,unisuper management ltd,unisuper management ltd
3505,unisys colombia,unisys corporation
3506,unisys corporation,unisys colombia
3507,united bank,1st united bank
3508,united bank,ahli united bank
3509,united bank,hangzhou united bank
3510,united bank,peoples united bank
3511,united bank,united bank / rockville bank
3512,united bank,united bank ltd
3513,united bank,united bank of union
3514,united bank,united center
3515,united bank,united citizens bank & trust
3516,united bank,united community bank
3517,united bank,united prairie bank
3518,united bank,united southern bank
3519,united bank,united texas bank
3520,united bank,united valley bank
3521,united business media,united business media
3522,united business media,united business media
3523,united center,united bank
3524,united healthcare services,united healthcare services inc
3525,united heartland,heartland health systems
3526,united therapeutics,united therapeutics corp
3527,unity healthcare,unity technologies a/s
3528,universal music group,universal music group ltd
3529,universal service administrative,universal service administrative company
3530,universitat bonn,universitat bonn hochschulrechenzen1
3531,universitat bonn,universitat bonn hochschulrechenzentrum
3532,université de montpellier,université de montpellier 1
3533,université de montpellier,université de montpellier 2
3534,universiteit leiden,universiteit leiden ict
3535,university hospital,howard university hospital
3536,university hospital,university hospital birmingham
3537,university hospital,university hospital southampton
3538,university hospital southampton,southampton hospital
3539,university of adelaide,the university of adelaide
3540,university of newcastle,newcastle university
3541,university of newcastle,university of newcastle
3542,university of newcastle,newcastle university
3543,university of newcastle,university of newcastle
3544,university of washington,washington university
3545,unm hospital,unm hospitals
3546,unm hospitals,unm hospital
3547,ups,ups ground freight co.
3548,urs corporation,komit urs
3549,us airways,republic airways
3550,us army,calibre / us army
3551,us army,us army - alaska national guard
3552,us army,us army - army fleet support
3553,us army,us army - joint base
3554,us army,us army - tripler army medical
3555,us army,us army - tripler army medical center
3556,us army,us army - womack army medical center
3557,us army,us army belvoir
3558,us army,us army network enterprise center
3559,us army,us army-gprmc/bayne-jones army
3560,us courts,administrative office of us courts
3561,us courts,u.s. courts
3562,us courts,us district courts - new york
3563,us senate,senate of pennsylvania
3564,utc aerospace systems,utc aerospace systems
3565,utc aerospace systems,utc aerospace systems
3566,vail resorts,vail resorts inc
3567,vail resorts inc,vail resorts
3568,valid,valid elndhoven bv
3569,valid,valid infrastructures
3570,valid infrastructures,valid
3571,valley health,county of valley
3572,valley health,mountain valley health care
3573,vamed-kmb krankenhausmanagement,vamed-kmb krankenhausmanagement und betriebsführungsgesellschaft
3574,van dijk educatie,van dijk educatie bv
3575,van leusden,woningstichting leusden
3576,vancouver clinic,the vancouver clinic
3577,vca antech,vca antech / hris
3578,vca antech,vca antech inc
3579,vca antech,vca antech marketing
3580,vca antech inc,vca antech
3581,veka ag,"veka holdings, inc."
3582,veka ag,veka rus
3583,veka ag,veka uk
3584,veka rus,veka ag
3585,veka uk,veka ag
3586,veolia proprete,sarp veolia proprete
3587,veolia proprete,veolia proprete centre ouest
3588,veolia proprete,veolia proprete nord normandie
3589,verkerk groep,verkerk utrecht
3590,verkerk utrecht,verkerk groep
3591,version 1,version 1 software
3592,verus,verus financial llc
3593,verwaltungsgemeinschaft,verwaltungsgemeinschaft aiterhofen
3594,verwaltungsgemeinschaft,verwaltungsgemeinschaft bad
3595,verwaltungsgemeinschaft,verwaltungsgemeinschaft creußen
3596,verwaltungsgemeinschaft,verwaltungsgemeinschaft happurg
3597,verwaltungsgemeinschaft,verwaltungsgemeinschaft helmstadt
3598,verwaltungsgemeinschaft,verwaltungsgemeinschaft hesselberg
3599,verwaltungsgemeinschaft,verwaltungsgemeinschaft hinterschmiding
3600,verwaltungsgemeinschaft,verwaltungsgemeinschaft kitzingen
3601,verwaltungsgemeinschaft,verwaltungsgemeinschaft marktheidenfeld
3602,verwaltungsgemeinschaft,verwaltungsgemeinschaft oberding
3603,verwaltungsgemeinschaft,verwaltungsgemeinschaft straßkirchen
3604,verwaltungsgemeinschaft,verwaltungsgemeinschaft wiesentheid
3605,verwaltungsgemeinschaft aiterhofen,verwaltungsgemeinschaft
3606,verwaltungsgemeinschaft bad,verwaltungsgemeinschaft
3607,verwaltungsgemeinschaft creußen,verwaltungsgemeinschaft
3608,verwaltungsgemeinschaft happurg,verwaltungsgemeinschaft
3609,verwaltungsgemeinschaft helmstadt,verwaltungsgemeinschaft
3610,verwaltungsgemeinschaft hesselberg,verwaltungsgemeinschaft
3611,verwaltungsgemeinschaft hinterschmiding,verwaltungsgemeinschaft
3612,verwaltungsgemeinschaft kitzingen,verwaltungsgemeinschaft
3613,verwaltungsgemeinschaft marktheidenfeld,stadt marktheidenfeld
3614,verwaltungsgemeinschaft marktheidenfeld,verwaltungsgemeinschaft
3615,verwaltungsgemeinschaft oberding,verwaltungsgemeinschaft
3616,verwaltungsgemeinschaft straßkirchen,verwaltungsgemeinschaft
3617,verwaltungsgemeinschaft wiesentheid,verwaltungsgemeinschaft
3618,verwatlungsgemeinschaft bad,verwatlungsgemeinschaft bad neustadt a.d. saale
3619,viawest,docutap c/o viawest
3620,vidant health,vidant medical center
3621,villa maria,gruppo villa maria
3622,villa maria,villa maria
3623,villa maria,gruppo villa maria
3624,villa maria,villa maria
3625,virtustream,virtustream - ga
3626,visser & visser,visser & visser diensten
3627,visser & visser,visser carrosserie
3628,visser & visser diensten,visser & visser
3629,visser carrosserie,visser & visser
3630,visser carrosserie,visser & visser diensten
3631,vocalink,vocalink (bacs ltd)
3632,vocalink,vocalink ltd
3633,vocalink ltd,vocalink
3634,vodafone,vodafone - italy
3635,vodafone,vodafone global enterprise ltd
3636,vodafone,vodafone group services
3637,vodafone,vodafone group services gmbh
3638,vodafone,vodafone group services gmbh
3639,vodafone,vodafone libertel bv
3640,vodafone,vodafone limited - secure sector
3641,vodafone,vodafone ltd
3642,vodafone,vodafone omnitel b.v.
3643,vodafone,vodafone portugal
3644,vodafone,vodafone portugal comunica es
3645,vodafone,vodafone uk ltd
3646,vodafone group services,vodafone group services gmbh
3647,vodafone group services,vodafone group services gmbh
3648,vodafone ltd,vodafone
3649,vodafone ltd,vodafone - italy
3650,vodafone ltd,vodafone global enterprise ltd
3651,vodafone ltd,vodafone group services
3652,vodafone ltd,vodafone group services gmbh
3653,vodafone ltd,vodafone group services gmbh
3654,vodafone ltd,vodafone portugal
3655,vodafone ltd,vodafone uk ltd
3656,vodafone portugal,vodafone
3657,vodafone portugal,vodafone ltd
3658,vodafone portugal,vodafone portugal comunica es
3659,vodat international,vodat international ltd
3660,vodat international ltd,vodat international
3661,volkswagen ag,volkswagen group uk ltd
3662,vos logistics,vos logistics mld bv
3663,vp plc,vp bank ag
3664,vps limited,vps (uk) ltd
3665,vulcan inc.,vulcan materials
3666,vulcan materials,vulcan inc.
3667,vwr,vwr
3668,vwr,vwr international europe bvba
3669,vwr,vwr international llc
3670,vwr,vwr
3671,vwr,vwr international europe bvba
3672,vwr,vwr international llc
3673,wasatch advisors,county of wasatch
3674,wasatch properties,county of wasatch
3675,washington county,bank of washington
3676,washington county,university of washington
3677,washington county,washington county it dept.
3678,washington county,washington university
3679,washington university,bank of washington
3680,washington university,university of washington
3681,washington university,washington county
3682,water nsw,service nsw
3683,watercare ecs,watercare services
3684,watercare services,watercare ecs
3685,watercare services,watercare new zealand
3686,wates construction,wates group
3687,wates construction,wates group services ltd
3688,wates group,wates construction
3689,wates group,wates group services ltd
3690,watson furniture,as watson
3691,wayne county,wayne county michigan
3692,wayne county,wayne state college
3693,webster bank,"webster bank,n.a"
3694,webster bank,webster central school district
3695,webster bank,webster university
3696,"webster bank,n.a",webster bank
3697,webster university,webster bank
3698,wehkamp b.v.,wehkamp nl
3699,wehkamp nl,wehkamp b.v.
3700,wellspan health,wellspan health data ctr
3701,werner electric,werner enterprises inc
3702,westbourne terrace management,westbourne terrace management services
3703,westchester county,westchester county-ny
3704,westchester county,westchester medical
3705,westchester county-ny,westchester county
3706,westchester medical,westchester county
3707,western asset management,western asset management company
3708,western refining,"western refining southwest, inc"
3709,westlake chemical,westlake chemical corporation
3710,westlake chemical corporation,westlake chemical
3711,westminster canterbury,westminster canterbury shen v
3712,westminster college,city of westminster
3713,westminster college,city of westminster
3714,westminster college,city of westminster college
3715,westpac,westpac e-business
3716,westpac e-business,westpac
3717,wfb wirtschaftsfoerderung bremen,wfb wirtschaftsfoerderung bremen gmbh
3718,wickes,wickes customer services
3719,williams parker,williams parker harrison dietz & ge
3720,wipro limited,wipro holdings uk ltd
3721,wipro limited,wipro ltd
3722,wipro limited,wipro technologies
3723,wipro ltd,wipro holdings uk ltd
3724,wipro ltd,wipro limited
3725,wipro ltd,wipro technologies
3726,wipro technologies,wipro limited
3727,wipro technologies,wipro ltd
3728,wm housing,wm se
3729,wm se,wm housing
3730,wolf gmbh,henke-sass wolf gmbh
3731,wolf gmbh,wolf theiss rechtsanwälte gmbh
3732,wolters kluwer,wolters kluwer belgi_
3733,wolters kluwer,wolters kluwer belgium nv
3734,wolters kluwer,wolters kluwer deutschland gmbh
3735,woningstichting barneveld,gemeente barneveld
3736,woningstichting leusden,van leusden
3737,woningstichting swz,stichting swz
3738,wood mackenzie,wood & company
3739,woolworths it,woolworths it - usd
3740,woolworths it,woolworths ltd
3741,woolworths ltd,woolworths it
3742,woolworths ltd,woolworths ltd (wl)
3743,worcester envelope,worcester envelope company
3744,worcester envelope company,worcester envelope
3745,workers compensation,georgia state board of workers compensation
3746,workers compensation,virginia workers compensation commission
3747,workers compensation,workers compensation board alberta (wcb)
3748,workers compensation,workers compensation rating and inspection bureau
3749,workforce solutions,workforce solutions for tarrant county
3750,worknet inc,worknet inc.
3751,worknet inc.,worknet inc
3752,world bank,health world limited
3753,world bank,the world bank group inc.
3754,worldpay,worldpay
3755,worldpay,worldpay (uk) limited
3756,worldpay,worldpay (uk) ltd
3757,worldpay,"worldpay us, inc."
3758,worldpay,worldpay
3759,worldpay,worldpay (uk) limited
3760,worldpay,worldpay (uk) ltd
3761,worldpay,"worldpay us, inc."
3762,wswhe boces,wswhe boces services
3763,wswhe boces services,wswhe boces
3764,wuhan metro,"wuhan metro group co., ltd."
3765,xand corporation,xand operations llc
3766,xerox,"acs of the philippines, inc., a xerox company"
3767,xerox,fuji xerox businessforce pty. limited
3768,xerox,"fuji xerox co., ltd.(uit)"
3769,xerox,xerox (state and local solutions)
3770,xerox,xerox business services llc
3771,xerox,"xerox business services, llc-ny"
3772,xerox,xerox it services (formerly sds
3773,xerox,xerox it services gmbh
3774,xerox,xerox it svcs gmbh
3775,xerox,xerox research centre of canada
3776,xiamen bank,xiamen international bank
3777,xo communications,xo group
